Name,latitude,longitude,Type,Price,Reviews,city,Popularity
Quaint Yet Modern Guesthouse-Ideal for 2,34.15687,-118.22886,Entire Home,103,210,Los Angeles,Extremely Popular
Mid Century Modern 2 Bedroom with Patio in West LA,34.04923,-118.45923,Entire Home,169,82,Los Angeles,Extremely Popular
Cozy Home Away from Home by LAX,33.90768,-118.36992,Private Room,75,227,Los Angeles,Extremely Popular
Place in male room in the heart of Hollywood,34.09509,-118.34282,Shared Room,33,0,Los Angeles,New Listing
New Rincon 2,34.24495,-118.41597,Entire Home,93,0,Los Angeles,New Listing
Large 1 bedroom in Luxe Brentwood neighborhood!,34.0631,-118.47473,Entire Home,120,3,Los Angeles,Low
Shabby Chic North Hollywood Bungalow.,34.18143,-118.36011,Entire Home,135,4,Los Angeles,Low
Beautiful Newly Renovated In Echo Park,34.07192,-118.25863,Entire Home,160,7,Los Angeles,Average
Quaint Cozy Studio,34.00008,-118.43854,Entire Home,100,32,Los Angeles,High
Nudist Friendly Silverlake Cottage!,34.08393,-118.26699,Private Room,70,34,Los Angeles,High
Spacious 1 Bedroom with Parking in Culver City,34.01508,-118.40058,Entire Home,127,69,Los Angeles,Extremely Popular
Ocean Blvd Bohemian Craftsman: Hot in the City,33.7661,-118.18243,Entire Home,380,1,Los Angeles,Low
AKA Residences - One Bedroom Townhome - Week,34.06705,-118.39588,Entire Home,330,0,Los Angeles,New Listing
LA Human Story (휴먼 스토리) 여자방 DORMITORY-12,34.04846,-118.318,Shared Room,30,4,Los Angeles,Low
BRAND NEW 2 STORY 5 BEDROOMS CLOSE TO DOWNTOWN LA.,34.05823,-118.19873,Entire Home,197,24,Los Angeles,High
Whole house 3 bed 1 bath next to Park &Golf Course,34.08489,-118.11341,Entire Home,178,13,Los Angeles,Average
Private Country Club Golf Course Home,33.83886,-118.19019,Entire Home,249,5,Los Angeles,Average
"5 bedroom, modern house
West Hollywood - BH",34.09862,-118.37242,Entire Home,800,3,Los Angeles,Low
Comfortable Condo in a Prime Local,34.09326,-118.37269,Entire Home,84,8,Los Angeles,Average
"""A"" HOLLYWOOD  @ THE WILTON MANOR",34.08957,-118.31384,Private Room,63,244,Los Angeles,Extremely Popular
Private Bedroom and Bathroom,34.07243,-118.25708,Private Room,69,65,Los Angeles,Extremely Popular
1BD-1BA Guesthouse Gated Private Entrance Near LAX,33.97914,-118.34839,Entire Home,92,7,Los Angeles,Average
Urban Bohemian Hideaway,34.07783,-118.29387,Entire Home,42,67,Los Angeles,Extremely Popular
Beautiful suite in Million dollar house 钻石美屋,33.96161,-117.84154,Private Room,58,6,Los Angeles,Average
Plush 1 Bedroom/ 1 Bath,34.16419,-118.37534,Entire Home,150,1,Los Angeles,Low
Perfect for Person Traveling Alone,34.00978,-118.32906,Private Room,65,7,Los Angeles,Average
Awesome Clean Modern Two Bedroom,34.08259,-118.36451,Entire Home,188,172,Los Angeles,Extremely Popular
Elegant HOME in small beach town!,33.85803,-118.38359,Entire Home,149,24,Los Angeles,High
Stay at your Own Private Chateau in Beverly Hills,34.06419,-118.4022,Entire Home,124,24,Los Angeles,High
"Breathtaking ocean, mtn. & canyon views in Malibu",34.02796,-118.80392,Entire Home,680,3,Los Angeles,Low
Beautiful Home in West Hollywood  Cedars Hospital,34.07152,-118.37574,Entire Home,120,0,Los Angeles,New Listing
Huge Luxury Apartment ( The entire floor ),34.0676,-118.34519,Entire Home,110,1,Los Angeles,Low
"1 bd, tv, wifi, pool, hot tub, patio $1065 month",34.1928,-118.32428,Private Room,103,8,Los Angeles,Average
Entire apartment for you | Studio in Long Beach,33.76673,-118.1974,Entire Home,142,0,Los Angeles,New Listing
Spanish Architecture Villa w/ Panoramic City Views,34.11231,-118.34398,Entire Home,300,2,Los Angeles,Low
Gorgeous  Bedroom With Patio/Balcony,34.02455,-118.4053,Private Room,85,18,Los Angeles,High
2020 NEW COZY STUDIO IN HEART OF HOLLWOOD,34.09419,-118.3257,Entire Home,105,0,Los Angeles,New Listing
2 BD/2 BTH Luxury Apartment,34.06154,-118.24652,Entire Home,135,0,Los Angeles,New Listing
"SELF QUARANTEE_1800SF TOP FL, HOLLYWOOD V+3Balcony",34.05249,-118.2607,Entire Home,228,3,Los Angeles,Low
Pasadena 4 Queen beds in 2 Bed room/ shared bath,34.13733,-118.0995,Private Room,207,0,Los Angeles,New Listing
Modern Bedroom w/ Shared Bath,33.92721,-118.07916,Private Room,35,52,Los Angeles,High
Zen Heaven in Silver Lake,34.09161,-118.2613,Entire Home,127,495,Los Angeles,Extremely Popular
Medici luxury one bedroom apartment. Dtla,34.0505,-118.2652,Entire Home,75,4,Los Angeles,Low
WESTERN AVENUE 3 BED UNIT CLOSE TO KTOWN,34.08731,-118.30987,Entire Home,145,84,Los Angeles,Extremely Popular
"Bright WeHo 1BDRM, Perfect for Solo or Couples",34.08155,-118.37425,Entire Home,71,2,Los Angeles,Low
Tara-Zana Manor,34.1847,-118.55763,Entire Home,70,0,Los Angeles,New Listing
Topanga/Malibu Garden Studio Master Room,34.10671,-118.62986,Entire Home,108,15,Los Angeles,Average
Serenity in Private Bungalow near Griffith Park,34.16086,-118.29733,Entire Home,112,184,Los Angeles,Extremely Popular
Private two bedroom oasis,34.18783,-118.36491,Private Room,125,98,Los Angeles,Extremely Popular
NEW2bedroom-w/patio-2miles to DTLA&USC LongTerm Ok,34.0497,-118.29903,Entire Home,98,51,Los Angeles,High
Relax Master with Private Entrance & Private bath,33.91106,-118.09752,Private Room,55,280,Los Angeles,Extremely Popular
Spectacular Beach Area Contemporary Penthouse,33.76957,-118.18719,Entire Home,199,11,Los Angeles,Average
Ocean View  Private 2 BR Guest Apt w/ Large Yard,34.06091,-118.74348,Entire Home,399,167,Los Angeles,Extremely Popular
East Hollywood Cottage close to Metro Red Line,34.09876,-118.29709,Entire Home,125,58,Los Angeles,Extremely Popular
Sunny Bungalow in the Heart of Los Feliz,34.10658,-118.28703,Entire Home,76,54,Los Angeles,High
Venice Modern Flat Steps from the Beach & Pier,33.98133,-118.4651,Entire Home,269,5,Los Angeles,Average
TheHoudiniEstate,34.11594,-118.37244,Entire Home,2107,28,Los Angeles,High
A place of your own | Studio in Los Angeles,34.06171,-118.34879,Entire Home,126,0,Los Angeles,New Listing
Amazing Santa Monica/Malibu Mountain home ozoned.,34.08055,-118.60382,Entire Home,532,12,Los Angeles,Average
优妈小屋•colorful 2b1.25b APT 1 King & 2Queen  in RH,33.99035,-117.91528,Entire Home,111,14,Los Angeles,Average
LA Downtown Apt with Nice View #40725,34.06152,-118.30926,Entire Home,269,0,Los Angeles,New Listing
Hilltop Silver Lake One Bedroom Home,34.10425,-118.2545,Entire Home,250,8,Los Angeles,Average
Ultra Luxury Hills House with Hot Tub [NO PARTIES],34.2385,-118.6461,Entire Home,513,29,Los Angeles,High
Shared Girls Room in Creative House!,34.08225,-118.30819,Shared Room,26,0,Los Angeles,New Listing
"California comfort in Covina, Private Room C",34.08816,-117.85038,Private Room,70,1,Los Angeles,Low
Charming 2BR Suites w/ Pool in LA,34.06224,-118.44293,Entire Home,354,2,Los Angeles,Low
NoHo room!,34.15715,-118.36857,Private Room,66,0,Los Angeles,New Listing
19 Small Room close to *Hollywood Fame Street *,34.12239,-118.29336,Private Room,23,5,Los Angeles,Average
"Amazing Views over Sunset Strip, Walk to West Hollywood",34.09509,-118.37727,Entire Home,479,79,Los Angeles,Extremely Popular
Belmont Shore Studio,33.75731,-118.13789,Entire Home,106,79,Los Angeles,Extremely Popular
Caxton Manor,34.05219,-118.31274,Private Room,65,29,Los Angeles,High
Paramount studios executive suit centrally located,34.08334,-118.32146,Entire Home,250,0,Los Angeles,New Listing
SUNSET Private Room,34.09712,-118.35579,Private Room,75,0,Los Angeles,New Listing
CLEAN Burbank Guest House - Warner Brothers & NYFA,34.14794,-118.33194,Entire Home,136,139,Los Angeles,Extremely Popular
Million Dollar Listing in  Downtown Burbank,34.18043,-118.31036,Entire Home,150,8,Los Angeles,Average
Spacious 2Bed/2Bath Hollywood/WEHO Luxury +Parking,34.10274,-118.34851,Entire Home,256,62,Los Angeles,Extremely Popular
Cozy & Charming Cottage-Style home block to beach!,33.81912,-118.38658,Entire Home,95,26,Los Angeles,High
"Spanish Guest House, Los Angeles, Beverly Hills",34.05646,-118.36924,Entire Home,150,8,Los Angeles,Average
Bright & Charming Guesthouse with Salt Water Pool,34.15827,-118.05283,Entire Home,110,54,Los Angeles,High
ENTIRE 2BD/2BA GEM OF A HOUSE w LUX AMENITIES!,34.09562,-118.34411,Entire Home,255,156,Los Angeles,Extremely Popular
Hermitage Cottage,34.16709,-118.39936,Entire Home,95,1,Los Angeles,Low
Beautiful  Bohemian Loft in Downtown LA 1203,34.04954,-118.24859,Entire Home,145,29,Los Angeles,High
Spacious 3 bedroom house with huge backyard,33.98902,-118.45691,Entire Home,150,0,Los Angeles,New Listing
"Palihotel Culver City, The King",34.02404,-118.39382,Private Room,115,1,Los Angeles,Low
(C) NEW: CUTE 1 BD IN GLENDALE,34.1722,-118.29281,Entire Home,95,83,Los Angeles,Extremely Popular
Artist Community for Creatives! Month to month!,34.08429,-118.30317,Shared Room,23,0,Los Angeles,New Listing
Oasis in LA,34.1249,-118.35005,Entire Home,600,6,Los Angeles,Average
"Excellent location, close to everything!",33.77121,-118.17885,Entire Home,125,162,Los Angeles,Extremely Popular
LA Human Story (휴먼 스토리) 여자방 DORMITORY-04,34.04846,-118.318,Shared Room,30,1,Los Angeles,Low
Charming Spacious West Hollywood Loft,34.09309,-118.37168,Entire Home,129,25,Los Angeles,High
阿凯迪亚梅西百货对面，徒步可达各国超市、餐厅和高尔夫球场、公园，在旅行同时也可享受野生孔雀陪伴乐趣。,34.13061,-118.05246,Entire Home,198,2,Los Angeles,Low
SANITIZED_Pet Friendly♛2 King Bds♛Near Hospitals,34.08977,-118.04069,Entire Home,88,4,Los Angeles,Low
Long Beach Ocean Delight,33.76749,-118.19504,Entire Home,214,3,Los Angeles,Low
Lavender's Place,34.00734,-118.31742,Private Room,90,23,Los Angeles,High
(Summer Special) LUXURY 4BE/3BA,34.01145,-117.88528,Entire Home,199,13,Los Angeles,Average
"Self Check-in, Convenient, Comfy, Clean, Quite",34.0862,-118.07379,Private Room,44,178,Los Angeles,Extremely Popular
Private  room with private bathroom舒适套房主卧独立衣帽间和卫生间,34.06819,-118.13078,Private Room,35,3,Los Angeles,Low
"罗兰岗高档社区
高性价比舒适的两室一卫超低价出租",33.98933,-117.91763,Entire Home,120,12,Los Angeles,Average
安静的地方,33.99878,-117.84048,Private Room,200,2,Los Angeles,Low
"Spacious room , bright room",34.07782,-118.27142,Private Room,43,0,Los Angeles,New Listing
"*WANDERLUST 1T - Top bunk, shared",33.83257,-118.31457,Private Room,30,2,Los Angeles,Low
Cozy 2bed 2bath apt in the heart of West Hollywood,34.09081,-118.36686,Entire Home,200,1,Los Angeles,Low
Private Room!! Private bathroom!!,34.56317,-118.16461,Private Room,55,11,Los Angeles,Average
LEVEL DTLA Skyrise,34.04274,-118.2572,Entire Home,320,1,Los Angeles,Low
Tranquil Palisades House with Garden Patio,34.0468,-118.55023,Entire Home,195,118,Los Angeles,Extremely Popular
"Centrally located 2 Bed 1 Bath LAX,Forum,Downtown",33.94807,-118.3259,Entire Home,175,59,Los Angeles,Extremely Popular
Modern Westside retreat with ocean views HOT-TUB !,34.01284,-118.43566,Entire Home,446,54,Los Angeles,High
GRAND DUPLEX 2BED 2BATH APT IN HEART OF HOLLYWOOD,34.09008,-118.33051,Entire Home,135,11,Los Angeles,Average
Short Term / Long Term Housing/Rental in Whittier-,33.93787,-118.02505,Entire Home,300,1,Los Angeles,Low
San Pedro Retreat - Grand Prix Long Beach,33.71881,-118.29456,Entire Home,570,0,Los Angeles,New Listing
#2 self check in Private Room/late arrival OK/two beds,34.03774,-118.28064,Private Room,69,290,Los Angeles,Extremely Popular
Bright & Charming Craftsman Bungalow,34.04778,-118.31978,Entire Home,105,10,Los Angeles,Average
beautiful marina del Rey beach getaway,33.97145,-118.45987,Entire Home,239,23,Los Angeles,High
Cool room in Silver Lake,34.08751,-118.27102,Private Room,55,1,Los Angeles,Low
Private bedroom an bathroom.,33.85226,-118.10858,Private Room,130,0,Los Angeles,New Listing
Highland Park Artist Retreat,34.10008,-118.20377,Private Room,30,0,Los Angeles,New Listing
The Figueroa,34.06028,-118.24976,Entire Home,268,0,Los Angeles,New Listing
Serene kitHAUS garden home,34.11982,-118.21253,Entire Home,165,19,Los Angeles,High
Full studio apartment in lovely Miracle Mile!,34.06412,-118.34773,Entire Home,65,7,Los Angeles,Average
Charming Ocean View Home,34.03033,-118.75704,Entire Home,699,6,Los Angeles,Average
Amazing Pasadena Bungalow On Private Half Acre,34.15852,-118.11381,Entire Home,359,75,Los Angeles,Extremely Popular
❀Natural sunlit private Rm near❤️DTLA LAC+USC⚕️,34.06802,-118.21526,Private Room,47,43,Los Angeles,High
Huge Suite in Prime Location,34.03857,-118.45798,Private Room,80,3,Los Angeles,Low
DTLA XX hostel,34.02484,-118.25952,Shared Room,26,28,Los Angeles,High
BH Studio,34.07602,-118.39229,Entire Home,240,3,Los Angeles,Low
"Hotel Figueroa, Classic Queen",34.04637,-118.26492,Private Room,159,2,Los Angeles,Low
The CHOCOLATE SUITE,33.94349,-118.31651,Entire Home,172,220,Los Angeles,Extremely Popular
Modern beautiful cozy private bedroom | bathroom,34.16338,-118.29264,Private Room,40,2,Los Angeles,Low
Comfy cozy Hollywood Loft love,34.10524,-118.33488,Private Room,80,0,Los Angeles,New Listing
2 Room Poolside Guesthouse +bikes,33.77435,-118.12275,Entire Home,44,743,Los Angeles,Extremely Popular
Park La Brea/Grove,34.0681,-118.34861,Entire Home,130,1,Los Angeles,Low
Modern West Hollywood Double Suite l Remodeled,34.08941,-118.35347,Entire Home,126,43,Los Angeles,High
Gorgeous 2Bed/1Bath at 20th & California Ave.,34.03391,-118.48419,Entire Home,149,0,Los Angeles,New Listing
温馨家园2,34.12171,-118.06214,Private Room,74,1,Los Angeles,Low
202- DTLA Cozy Designer Studio DTLA 2ppl,34.05473,-118.26466,Entire Home,57,16,Los Angeles,Average
Seaclusion: 1BR 1BA Bluff Heights Apartment,33.7694,-118.15466,Entire Home,90,3,Los Angeles,Low
Washington Street Sanctuary with Private Courtyard,33.85385,-118.17187,Entire Home,236,0,Los Angeles,New Listing
Beverly Hills Get Away,34.05791,-118.39453,Entire Home,215,19,Los Angeles,High
One Bedroom Near Universal and Sherman Oaks,34.16906,-118.38668,Entire Home,109,0,Los Angeles,New Listing
Private Apartment close to DTLA and Gold Line,34.03181,-118.16944,Entire Home,67,13,Los Angeles,Average
Private Cozy Room in fantastic neighborhood!,34.03063,-118.41785,Private Room,75,26,Los Angeles,High
MODERN STUDIO with PRIVATE PATIO + PARKING,34.15091,-118.39873,Entire Home,103,110,Los Angeles,Extremely Popular
Trendy Hood. Centrally located. Comfy & Quiet 1BR.,34.08399,-118.37463,Entire Home,95,5,Los Angeles,Average
Charming Spanish Casita in Hills of LA,34.0891,-118.16307,Entire Home,80,13,Los Angeles,Average
Near Warner Bros - Bed in Girl Dorm style room A,34.1535,-118.33997,Shared Room,24,1,Los Angeles,Low
Stunning Studio City Retreat,34.13479,-118.37811,Entire Home,907,4,Los Angeles,Low
"Sandy Bottoms Bayfront Beach Rental, Belmont Shore",33.75691,-118.13043,Entire Home,211,182,Los Angeles,Extremely Popular
Guest House near Six Flags & Universal Studios,34.27363,-118.48214,Entire Home,80,15,Los Angeles,Average
Newly Remodeled Oasis on Sycamore St.,34.14208,-118.06978,Entire Home,87,128,Los Angeles,Extremely Popular
Stunning 5 BR Long Beach Getaway with Rooftop Deck,33.76159,-118.13696,Entire Home,421,85,Los Angeles,Extremely Popular
GREAT COZY 2 BED 2 BATH APT IN WEHO,34.06727,-118.3516,Entire Home,105,0,Los Angeles,New Listing
Quiet and clean,34.01193,-118.34658,Private Room,70,0,Los Angeles,New Listing
Charming Cottage On Horse Ranch In Malibu Mtns,34.10523,-118.85807,Entire Home,158,168,Los Angeles,Extremely Popular
Cozy Elegant Junior 1-br APT 20mins from Hollywood,34.18323,-118.45701,Entire Home,47,5,Los Angeles,Average
Luxury 2BR 2BA in Prime Location: 813 15th Street,34.03269,-118.49377,Entire Home,159,5,Los Angeles,Average
Modern Culver City Casa with Backyard + Fire Pit,34.03859,-118.36603,Entire Home,249,38,Los Angeles,High
The Agave House - A guest house in Silverlake,34.08162,-118.26556,Entire Home,200,42,Los Angeles,High
"A secured ""DIAMOND IN THE RUFF""",33.79356,-118.22274,Entire Home,1200,1,Los Angeles,Low
Silver Lake adjacent w/ Blissful 2 bedroom + patio,34.11618,-118.25934,Entire Home,155,176,Los Angeles,Extremely Popular
蝴蝶庄园2A(带私人卫生间）,34.07747,-118.05872,Private Room,39,2,Los Angeles,Low
Best Location in Venice! 2 Blocks to Beach & AK,33.99045,-118.46894,Entire Home,179,1,Los Angeles,Low
AMAZING HOLLYWOOD LOFT,34.09129,-118.33213,Entire Home,135,0,Los Angeles,New Listing
"Beautiful Light-Filled ""Grey Room"" in Heart of LA",34.0504,-118.28728,Private Room,52,102,Los Angeles,Extremely Popular
Private 1BR in Rowland Heights,33.98957,-117.91737,Entire Home,117,0,Los Angeles,New Listing
Dream Penthouse Suite,34.1057,-118.34746,Entire Home,115,0,Los Angeles,New Listing
MODERN LIVING 現代生活,34.07118,-118.13179,Private Room,59,177,Los Angeles,Extremely Popular
MODERN STYLISH & IMMACULATE HOLLYWOOD HILLS OASIS!,34.11805,-118.37276,Entire Home,299,15,Los Angeles,Average
"wonderful stay, 15 mins from LA, clean, parking",34.07973,-118.07625,Entire Home,162,169,Los Angeles,Extremely Popular
(((Lower-Price))) Moroccan Garden View w/Queen Bed,33.96306,-118.1063,Entire Home,78,159,Los Angeles,Extremely Popular
"☆Hygienic☆ Modern House, Fast Wi-Fi ❤️️DTLA",34.11318,-118.21447,Entire Home,110,40,Los Angeles,High
Eclectic & Bright 2/2 Venice Beach Bungalow,33.98347,-118.46847,Entire Home,300,17,Los Angeles,High
Near LAX Affordable Shangri-LA Private Room 2,34.00808,-118.40249,Private Room,50,96,Los Angeles,Extremely Popular
Shared Girls Room in Creative House!,34.08303,-118.30926,Shared Room,24,0,Los Angeles,New Listing
"BEAUTIFUL LARGE HOUSE 3BD/2BA WEST HOLLYWOOD,CA",34.08838,-118.35025,Entire Home,304,107,Los Angeles,Extremely Popular
Conveniently Located Cute Korea Town Condo,34.07432,-118.2962,Entire Home,100,22,Los Angeles,High
Luxurious Hollywood Hills Home w/Pool,34.09715,-118.39335,Entire Home,431,78,Los Angeles,Extremely Popular
Los Angeles Skylight Cabin Style BigStudio Retreat,34.07895,-118.19751,Shared Room,96,1,Los Angeles,Low
High-End Pad Next to beach! Walk Everywhere!,34.01623,-118.49672,Entire Home,186,2,Los Angeles,Low
Fully Remodeled 2bdrm House With All The Amenities,33.77484,-118.14901,Entire Home,165,40,Los Angeles,High
Joyful Venice Bungalow,33.99433,-118.44371,Entire Home,139,37,Los Angeles,High
Rustic Modern Villa Retreat,34.07268,-118.34529,Entire Home,199,10,Los Angeles,Average
Cozy Family Home in Ladera Heights,33.98403,-118.36444,Entire Home,150,0,Los Angeles,New Listing
*Clean COZY Chateau*- Only 10 BLOCKS TO THE BEACH!,33.77965,-118.17059,Private Room,49,147,Los Angeles,Extremely Popular
"Quiet, Comfortable, and Spacious Guest Suite",34.11545,-118.09368,Private Room,50,5,Los Angeles,Average
